step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1225.0,12,224.0,8.615384615384615,6.861918535251349,12,224.0,0.4,12,224.0
1230.0,12,284.0,10.142857142857142,7.360535041365942,12,284.0,0.46093105419373365,12,284.0
1235.0,10,253.0,9.73076923076923,4.785404173254218,10,253.0,0.31184182596692467,10,253.0
1240.0,11,113.0,4.708333333333333,2.99901623594867,11,187.0,0.0736968408793556,11,187.0
1245.0,12,173.0,7.208333333333333,6.4132812636363825,12,174.0,0.09261497255083946,12,174.0
1250.0,12,162.0,4.909090909090909,7.847075881296376,12,163.0,0.4725325390332291,12,163.0
1255.0,10,187.0,6.678571428571429,8.1257321238491,10,188.0,0.5158800455612677,10,188.0
1260.0,12,239.0,9.192307692307692,4.536091508234607,12,240.0,0.13026492226738817,12,240.0
1265.0,18,233.0,9.708333333333334,2.4007723661693294,18,234.0,0.0002740519826522532,18,234.0
1270.0,10,158.0,7.181818181818182,4.224301776721365,10,241.0,0.10383654798658364,10,241.0
1275.0,10,208.0,6.5,8.674626666743588,10,209.0,0.4949708914378494,10,209.0
1280.0,8,176.0,5.866666666666666,8.864256875081859,8,177.0,0.5637613955017754,8,177.0
1285.0,8,170.0,7.083333333333333,4.6613199221841155,8,171.0,0.21807996980464286,8,171.0
1290.0,16,236.0,10.727272727272727,3.563034286212384,16,237.0,0.00033618501300112667,16,237.0
1295.0,14,222.0,10.571428571428571,3.0362566002821083,14,222.0,0.0,14,222.0
1300.0,6,78.0,2.7857142857142856,8.223607625925585,6,194.0,0.5332383892614961,6,194.0
1305.0,6,108.0,3.857142857142857,10.092977966599461,6,108.0,0.5896222253215978,6,108.0
1310.0,8,96.0,3.84,3.9433469277445017,8,96.0,0.024290402939057317,8,96.0
1315.0,14,160.0,8.0,3.154799719622054,14,160.0,1.948270279269545e-05,14,160.0
1320.0,14,230.0,12.777777777777779,2.5653271981861185,14,230.0,7.618303974926599e-07,14,230.0
1325.0,12,222.0,7.655172413793103,6.330318323761709,12,222.0,0.4584083113683662,12,222.0
1330.0,6,119.0,4.576923076923077,7.114635634156988,6,184.0,0.5003433898101743,6,184.0
1335.0,10,154.0,5.923076923076923,5.638166264428504,10,154.0,0.09583325247410887,10,154.0
1340.0,14,169.0,7.3478260869565215,4.16377365353891,14,169.0,0.00017215535051378538,14,169.0
1345.0,12,218.0,8.384615384615385,7.05063474862738,12,218.0,0.4,12,218.0
1350.0,12,278.0,9.928571428571429,7.141651026628947,12,278.0,0.4567003515915185,12,278.0
1355.0,10,247.0,9.5,4.247687977119568,10,247.0,0.2749986648064285,10,247.0
1360.0,12,115.0,4.791666666666667,2.715950128144027,12,190.0,0.06815159600188396,12,190.0
1365.0,12,175.0,7.291666666666667,6.014995082906332,12,178.0,0.07721592858859065,12,178.0
1370.0,11,166.0,5.03030303030303,7.27381578777872,11,169.0,0.4468462000534498,11,169.0
1375.0,10,188.0,6.266666666666667,8.267113301064025,10,191.0,0.5070403611396592,10,191.0
1380.0,10,238.0,9.153846153846153,4.274754039109432,10,241.0,0.1543794593398178,10,241.0
1385.0,18,228.0,9.5,2.3922753172170266,18,231.0,0.0003258702566088579,18,231.0
1390.0,10,156.0,7.428571428571429,3.837920019770196,10,208.0,0.10378447379076228,10,208.0
1395.0,10,206.0,6.4375,8.144888803836885,10,209.0,0.45913477099109573,10,209.0
1400.0,8,173.0,5.766666666666667,8.486618320294777,8,176.0,0.5555179061635039,8,176.0
1405.0,6,166.0,6.916666666666667,4.865857219488587,6,169.0,0.20190227155882953,6,169.0
1410.0,16,223.0,10.136363636363637,3.575212439902036,16,226.0,0.0008031024483527875,16,226.0
1415.0,14,212.0,10.6,2.766571007257124,14,212.0,0.0,14,212.0
1420.0,6,76.0,2.7142857142857144,7.684174654576414,6,117.0,0.5279278984861825,6,117.0
1425.0,6,106.0,3.7857142857142856,9.826521851611833,6,106.0,0.5915908903279838,6,106.0
1430.0,8,96.0,4.0,4.155294040901075,8,96.0,0.1098671031809445,8,96.0
1435.0,14,154.0,7.333333333333333,3.6526530002427315,14,154.0,0.00042874846671335623,14,154.0
1440.0,14,224.0,12.444444444444445,2.910398036773877,14,224.0,0.0,14,224.0
1445.0,12,216.0,7.714285714285714,6.1979967746660325,12,216.0,0.4390194553742311,12,216.0
1450.0,6,111.0,4.269230769230769,7.086742526224674,6,180.0,0.47859231908865413,6,180.0
